Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ฉ้านซื้อไก่ทอดมาขวากเพื่อน แต่เนือยอย่างแรงเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าไหรแถมเอาไก่ไปอุ่นให้กัน เพื่อนเป็นคนดีนัด
คำแปล:",ฉันซื้อไก่ทอดมาให้เพื่อน แต่ไม่สบายเลยเอาของเพื่อนไปกินแทน เพื่อนไม่ห่วงเลยเอาไก่ไปอุ่นให้ฉัน เพื่อนเป็นคนดี,chansueoaikthodmaaihephueon aetaimsbayelyeoakhongephueonaipkinaethn ephueonaimhwngelyeoaaikaipounaihchan ephueonepnkhndi,"I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!"
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ฉ้านไม่เคยรู้มาก่อนเลยว่า ผี๋เบียร์เป็นคนที่ปีนเขาได้เก่งอย่างแรง ดูหรอยหนัดและอิ๊เอาเขาเป็นตัวหยางของความมีวินัยและสม่ำเสมอในการออกกำลังกาย
คำแปล:","I never knew that Piyab would be so good at climbing mountains, so strong and agile, and he is the model of discipline and consistency in exercise.","I never knew that Piyab would be so good at climbing mountains, so strong and agile, and he is the model of discipline and consistency in exercise.","I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: บางคนชอบสมนากาหรู แต่บางคนชอบสมป้าวแบรนด์เนม สุดท้ายตายไปก็เอาไหรไปไม่ได้
คำแปล:","Some people like luxury watches but some people like branded handbags. In the end, when they die, they can't take it with them.","Some people like luxury watches but some people like branded handbags. In the end, when they die, they can't take it with them.","Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: วันที่ฝนตกต้องเอาร่มออกไปกัน แต่ว่าวันนี้หน่องแก้มลืมเอาร่มมา พันนั้นหน่องแก้มจึงนอนเล่นอยู๋แต่เริน
คำแปล:","When it rains, we have to take the umbrella out. But today, Nong Kaem forgot to bring the umbrella. So Nong Kaem just slept there.","When it rains, we have to take the umbrella out. But today, Nong Kaem forgot to bring the umbrella. So Nong Kaem just slept there.","On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: เจ็บพุงมีอยู่ 2 หยางคือ เจ็บพุงขี้ กับ เจ็บพุงแบบที่ต้องไปหาหมอ หลังจากนั้นก็เอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการหยบเรียน
คำแปล:",เจ็บพุงมีอยู่ 2 หยางคือ เจ็บพุงขี้ กับ เจ็บพุงแบบที่ต้องไปหาหมอ หลังจากนั้นก็เอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการหยิบเรียน,echbphungmioyu 2 hyangkhueo echbphungkhi kab echbphungaebbthitongaiphahmo hlangchaknankeoaaibrabrongaephthymaaihoachary ephueoaichainkarhyiberiyn,"There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: คนที่ชอบแกล้งเพื่อนคือคนไม่รักดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งเพื่อน แต่หว๋าหน่องกรโดนแกล้งหลายหน เลยทำให้หน่องกรโก้ว่า ""เหย็ดแหม๋ มึงขาดหุ้นม่าย""
คำแปล:","People who like to prank their friends are not good people. If you want to be a good person, you must not prank your friends. But I was pranked many times, so I said to them, ""You are a fool, you are broke.""","People who like to prank their friends are not good people. If you want to be a good person, you must not prank your friends. But I was pranked many times, so I said to them, ""You are a fool, you are broke.""","People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?"""
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: วัวตัวอาดหนัด จานดินไม่หยุดเลย แสดงว่าหมันอยากอี้โส้กันแล้ว
คำแปล:","The cow is very hungry, the plate of earth does not stop, it shows that it is already greedy.","The cow is very hungry, the plate of earth does not stop, it shows that it is already greedy.","Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ตัวอี้ไม่โร้สึกไพรตัวขึ้นมาพรื่อเฮา เพราะตัวทำผิดแล้วเมียจับติด
คำแปล:",ตัวอี้ไม่โร้สึกไพรตัวขึ้นมาพรื่อเฮา เพราะ ตัวทำผิดแล้วเมียจับติด,tawoiaimorsuekaiphrtawkhuenmaphrueoeha ephraa tawthamphidaelwemiychabtid,"How could you not feel hot and cold flashes? You made a mistake, and your wife found out."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: หมาตัวนั้นเดินข้ามหนนพร้อมกับหมูปิ้งในปาก พาไปหาลูกของมัน ภาพที่เห็นแลน่าเห็นดูอย่างแรง
คำแปล:","The dog walked across the bridge with a goat in its mouth, taking it to its puppies. The scene was very impressive.","The dog walked across the bridge with a goat in its mouth, taking it to its puppies. The scene was very impressive.","That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ปลาตัวเถ้านี้ผมลากจานได้มาแรกวาและปลาที่ติดจานนี้ส่วนมากมักอี้เป็นแม่ปลา
คำแปล:",This fish is a fry. This fish was caught first and most of the fish that were caught with this fish are female.,This fish is a fry. This fish was caught first and most of the fish that were caught with this fish are female.,"I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish."
