Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!
คำแปล:",ข้าซื้อกไก่ทอดให้เพื่อน แต่ข้าหิวมาก เลยเอาไปกินเอง เพื่อนไม่ว่าอะไรเลย ยังรีฮีทให้ข้าอีกต่างหาก เพื่อนที่ดีจริงๆ,khasueokaikthodaihephueon aetkhahiwmak elyeoaaipkineong ephueonaimwaoaairely yangrihithaihkhaoiktanghak ephueonthidichring-,เปิ้ลซื้อไก่ทอดมาฝากเปื้อน แต่หิวเกินเลยเอาของเปื้อนมากิน เปื้อนบะว่าแถมยังเอาไก่ไปอุ่นหือแห่ม เปื้อนเป็นคนดีแต้ๆ
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise.
คำแปล:","ขั้นแปลข้อความจากภาษาอังกฤษเป็นภาษาเหนือได้ดังนี้

ข้อความ: I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise.

แปลเป็นภาษาเหนือ: ข้าไม่เคยรู้มาก่อนว่าเบียร์เก่งปีนเขาแบบนี้ มันเยี่ยมมาก ข้าจะยกเขาเป็นตัวอย่างของวินัยและความสม่ำเสมอในการออกกำลังกาย","khanaeplkhokhwamchakphasaoangkruesepnphasaehnueoaiddangni

khokhwam: I never knew before that Beer was so good at rock climbing. It's impressive, and I'll use him as an example of discipline and consistency in exercise.

aeplepnphasaehnueo: khaaimekhyrumakonwaebiyrekngpinekhaaebbni maneyiymmak khachaykekhaepntawoyangkhongwinayaelakhwamsmamesmoainkarookkamlangkay",เปิ้ลบะเกยฮู้มาก่อนเลยว่าอ้ายเบียร์จะเป็นคนตี้ปืนผาได้เก่งขนาดนี้ เก่งขนาด ละจะเอาเขาเป็นแบบอย่างของความมีวินัยและสม่ำเสมอในก๋านออกกำลังกาย
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die.
คำแปล:",คนหลายคนชอบสะสมนาฬิกาลักชัวรี่ ในขณะที่คนอื่นๆ ต้องการกระเป๋าแบรนด์เนม ในที่สุด คุณก็ไม่สามารถนำสิ่งใดๆ ไปกับคุณเมื่อคุณตาย,khnhlaykhnchobsasmnalikalakchawri ainkhnathikhnouen- tongkarkraepaaebrndenm ainthisud khunkaimsamarthnamsingaid- aipkabkhunemueokhuntay,บางคนมักสะสมนาฬิกาหรู แต่บางคนมักสะสมกระเป๋าแบรนด์เนม สุดท้ายตายไปก็เอาไปบะใจ๋ได้
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.
คำแปล:",วันฝนตก ต้องเอาไม้เท้าไป แต่วันนี้แกมลืมเอาไป เธอเลยอยู่บ้านพักผ่อน,wanfntk tongeoaaimethaaip aetwanniaekmluemeoaaip ethoelyoyubanphakphon,วันตี้ฝนตกจะต้องนำจ่องไปตวย แต่วันนี้น้องแก้มลืมเอาจ่องมา จะอั๋นน้องแก้มก่อเลยนอนเล่นอยู่บ้าน
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence.
คำแปล:",มีเจ็บท้องสองอย่าง อย่างหนึ่งคือต้องไปห้องน้ำ อีกอย่างต้องไปหาหมอ หลังจากนั้นเอาใบรับรองแพทย์ไปให้ครูเพื่อขอลา,miechbthongsongoyang oyanghnuengkhueotongaiphongnam oikoyangtongaiphahmo hlangchaknaneoaaibrabrongaephthyaipaihkhruephueokhola,เจ็บต๊องมีอยู่ 2 อย่างคือ เจ็บต๊องขี้ กับ เจ็บต๊องแต้ๆ ตี้ต้องไปหาหมอ เลยเอาใบรับรองแพทย์มาหืออาจ๋ารย์ เพื่อใจ้ในการลาเรียน
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?""
คำแปล:","คนพูดจาแกล้งคนอื่น ๆ นั้นไม่ดี ถ้าคุณอยากเป็นคนดี อย่าพูดจาแกล้งคนอื่น แต่กรณ์ถูกแกล้งบ่อย ทำให้เขาโกรธและพูดว่า ""ปัญหาของแกคืออะไรเนี่ย""","khnphudchaaeklngkhnouen - nanaimdi thakhunoyakepnkhndi oyaphudchaaeklngkhnouen aetkrnthukaeklngboy thamaihekhaokrthaelaphudwa ""payhakhongaekkhueooaaireniy""","คนตี้ชอบแกล้งคนอื่นคือคนตี้บะฮักดี ถ้าอยากเป็นคนดี ต้องบะแกล้งคนอื่น แต่น้องกรโดนแกล้งบ่อยขนาด เลยทำฮือน้องกร เอ้กว่า ""มึงเป็นห่าอะหยัง"""
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight.
คำแปล:",วัวของเจ้าดีมากเลย ตะเบ็งดินไม่หยุด หมายความว่ามันพร้อมจะสู้แล้ว,wawkhongechadimakely taebngdinaimhyud hmaykhwamwamanphromchasuaelw,งัวของตั๋วอยู่บะดีขนาดคุ้ยดินบะหยุดเลย แสดงว่ามันไข้อยากขวิดกั๋นแล้ว
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: How could you not feel hot and cold flashes? You made a mistake, and your wife found out.
คำแปล:",อ้ายไม่เคยรู้สึกอุ่นเย็นบ้างเหรอ อ้ายทำผิดแล้วเมียอ้ายรู้,oayaimekhyrusuekouneynbangehro oaythamphidaelwemiyoayru,ตั๋วจะบะฮู้สึกฮู้ฮ้อนฮู้หนาวได้จะใด เพราะตั๋วยะผิดละเมียยับได้
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching.
คำแปล:",หมานั้นข้ามถนนไปพร้อมกับเนื้อหมูทอดในปาก หัวขบวนไปหาลูกหมา ภาพนั้นน่ารักและน่าเอ็นดู,hmanankhamthnnaipphromkabenueohmuthodainpak hawkhbwnaiphalukhma phaphnannarakaelanaeondu,หมาตัวนั้นเดินข้ามถนนพร้อมก๊าบหมูปิ้งในปาก มุ่งหน้าไปหาลูกๆ ของมัน ผ่อละน่าเอ็นดูขนาด
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish.
คำแปล:","ขั้นตอนแปล:

1. แปล ""I caught this big fish yesterday"" เป็น ""ข้าจับปลาตัวนี้เมื่อวานนี้""
2. แปล ""and"" เป็น ""แล้ว""
3. แปล ""most of the fish I catch on the line"" เป็น ""ปลาส่วนมากที่ข้าจับได้บนเส้น""
4. แปล ""tend to be"" เป็น ""มักจะเป็น""
5. แปล ""female fish"" เป็น ""ปลาตัวเมีย""

คำแปล: ข้าจับปลาตัวนี้เมื่อวานนี้ แล้วปลาส่วนมากที่ข้าจับได้บนเส้นมักจะเป็นปลาตัวเมีย","khantonaepl:

1. aepl ""I caught this big fish yesterday"" epn ""khachabplatawniemueowanni""
2. aepl ""and"" epn ""aelw""
3. aepl ""most of the fish I catch on the line"" epn ""plaswnmakthikhachabaidbnesn""
4. aepl ""tend to be"" epn ""makchaepn""
5. aepl ""female fish"" epn ""platawemiy""

khamaepl: khachabplatawniemueowanni aelwplaswnmakthikhachabaidbnesnmakchaepnplatawemiy",ปลาตัวใหญ่นี้ผมตกเบ็ดได้มาตะวาละปลาที่ติดเบ็ดลากนี้ส่วนใหญ่จะเป็นแม่ปล๋า
