Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!
คำแปล:","ข้อความ: ข้าซื้อไก่ทอดให้เพื่อน แต่ข้าหิวมาก เลยทานแทน เพื่อนไม่ว่าอะไร และยังอุ่นให้ข้าอีกด้วย เพื่อนน่ารักมาก!

หมายเหตุ: การแปลข้อความจากภาษาอังกฤษเป็นภาษาเหนืออาจมีความหมายที่ไม่ตรงกับภาษาอังกฤษทุกครั้ง เนื่องจากภาษาเหนือเป็นภาษาท้องถิ่นที่มีความหมายและสำนวนเฉพาะของตนเอง แต่ข้างต้นเป็นคำแปลที่ใกล้เคียงที่สุด","khokhwam: khasueoaikthodaihephueon aetkhahiwmak elythanaethn ephueonaimwaoaair aelayangounaihkhaoikdwy ephueonnarakmak!

hmayehtu: karaeplkhokhwamchakphasaoangkruesepnphasaehnueooachmikhwamhmaythiaimtrngkabphasaoangkruesthukkhrang enueongchakphasaehnueoepnphasathongthinthimikhwamhmayaelasamnwnechphaakhongtneong aetkhangtnepnkhamaeplthiaiklekhiyngthisud",เปิ้ลซื้อไก่ทอดมาฝากเปื้อน แต่หิวเกินเลยเอาของเปื้อนมากิน เปื้อนบะว่าแถมยังเอาไก่ไปอุ่นหือแห่ม เปื้อนเป็นคนดีแต้ๆ
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise.
คำแปล:"," the beer never knew before that beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise.

คำแปล: ผมไม่เคยรู้มาก่อนว่าเบียร์เก่งในการปีนเขาขนาดนี้ มันน่าประทับใจ และผมจะใช้เขาเป็นตัวอย่างของความมีวินัยและความสม่ำเสมอในการออกกำลังกาย"," the beer never knew before that beer was so good at rock climbing. It's impressive, and I'll use him as an example of discipline and consistency in exercise.

khamaepl: phmaimekhyrumakonwaebiyrekngainkarpinekhakhnadni mannaprathabaich aelaphmchaaichekhaepntawoyangkhongkhwammiwinayaelakhwamsmamesmoainkarookkamlangkay",เปิ้ลบะเกยฮู้มาก่อนเลยว่าอ้ายเบียร์จะเป็นคนตี้ปืนผาได้เก่งขนาดนี้ เก่งขนาด ละจะเอาเขาเป็นแบบอย่างของความมีวินัยและสม่ำเสมอในก๋านออกกำลังกาย
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die.
คำแปล:",คำแปล: คนบางคนชอบสะสมนาฬิกาสุดหรู ในขณะที่คนอื่นๆ ชอบกระเป๋าแบรนด์เนม แต่สุดท้ายแล้ว คุณไม่สามารถนำอะไรไปด้วยเมื่อคุณตาย,khamaepl: khnbangkhnchobsasmnalikasudhru ainkhnathikhnouen- chobkraepaaebrndenm aetsudthayaelw khunaimsamarthnamoaairaipdwyemueokhuntay,บางคนมักสะสมนาฬิกาหรู แต่บางคนมักสะสมกระเป๋าแบรนด์เนม สุดท้ายตายไปก็เอาไปบะใจ๋ได้
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.
คำแปล:"," the rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.

คำแปล: วันฝนตก, เธอต้องถือร่ม แต่วันนี้, แกมลืมร่มของเธอ ดังนั้น, เธออยู่บ้านและผ่อนคลาย"," the rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.

khamaepl: wanfntk, ethotongthueorm aetwanni, aekmluemrmkhongetho dangnan, ethooyubanaelaphonkhlay",วันตี้ฝนตกจะต้องนำจ่องไปตวย แต่วันนี้น้องแก้มลืมเอาจ่องมา จะอั๋นน้องแก้มก่อเลยนอนเล่นอยู่บ้าน
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence.
คำแปล:","คำแปล: มีเต่าปวดท้องสองแบบ คือแบบที่ต้องไปห้องน้ำแล้วก็แบบที่ต้องไปหาหมอ ถ้าเป็นแบบหลัง ต้องเอาใบรับรองแพทย์ไปให้คุณครูเพื่อขอลา

หมายเหตุ: คำแปลนี้เป็นคำแปลโดยตรงจากภาษาอังกฤษเป็นภาษาเหนือ ไม่มีการเพิ่มเติมข้อมูลใดๆ","khamaepl: mietapwdthongsongaebb khueoaebbthitongaiphongnamaelwkaebbthitongaiphahmo thaepnaebbhlang tongeoaaibrabrongaephthyaipaihkhunkhruephueokhola

hmayehtu: khamaeplniepnkhamaeplodytrngchakphasaoangkruesepnphasaehnueo aimmikarephimetimkhomulaid-",เจ็บต๊องมีอยู่ 2 อย่างคือ เจ็บต๊องขี้ กับ เจ็บต๊องแต้ๆ ตี้ต้องไปหาหมอ เลยเอาใบรับรองแพทย์มาหืออาจ๋ารย์ เพื่อใจ้ในการลาเรียน
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?""
คำแปล:","คนที่ชอบแกล้งคนอื่นเป็นคนไม่ดี ถ้าคุณอยากเป็นคนดี อย่าแกล้งคนอื่น แต่คอนบ่อยๆถูกแกล้ง ทำให้เขาร้อง ""อะไรวะปัญหาของเธอ?""","khnthichobaeklngkhnouenepnkhnaimdi thakhunoyakepnkhndi oyaaeklngkhnouen aetkhonboy-thukaeklng thamaihekharong ""oaairwapayhakhongetho?""","คนตี้ชอบแกล้งคนอื่นคือคนตี้บะฮักดี ถ้าอยากเป็นคนดี ต้องบะแกล้งคนอื่น แต่น้องกรโดนแกล้งบ่อยขนาด เลยทำฮือน้องกร เอ้กว่า ""มึงเป็นห่าอะหยัง"""
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight.
คำแปล:","คำแปล: วัวเจ้าฮู้สปิริตจัง, ถีบดินไม่หยุดหย่อน แสดงว่ามันพร้อมสู้.","khamaepl: wawechahuspiritchang, thibdinaimhyudhyon aesdngwamanphromsu.",งัวของตั๋วอยู่บะดีขนาดคุ้ยดินบะหยุดเลย แสดงว่ามันไข้อยากขวิดกั๋นแล้ว
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: How could you not feel hot and cold flashes? You made a mistake, and your wife found out.
คำแปล:",คำแปล: เธอไม่รู้สึกฮ้อนแล้วหนาวบ้างหรือ? เธอทำผิดแล้วเมียเธอรู้แล้ว.,khamaepl: ethoaimrusuekhonaelwhnawbanghrueo? ethothamphidaelwemiyethoruaelw.,ตั๋วจะบะฮู้สึกฮู้ฮ้อนฮู้หนาวได้จะใด เพราะตั๋วยะผิดละเมียยับได้
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching.
คำแปล:",หมานั้นข้ามถนนไปด้วยหมูย่างในปาก มุ่งหน้าไปหาลูกหมา เหตุการณ์นั้นเป็นภาพที่อบอุ่นและสะท้อนใจ,hmanankhamthnnaipdwyhmuyangainpak munghnaaiphalukhma ehtukarnnanepnphaphthiobounaelasathonaich,หมาตัวนั้นเดินข้ามถนนพร้อมก๊าบหมูปิ้งในปาก มุ่งหน้าไปหาลูกๆ ของมัน ผ่อละน่าเอ็นดูขนาด
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป๋น ภาษาเหนือ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish.
คำแปล:"," the fish I caught yesterday, and most of the fish I catch on the line tend to be female fish."," the fish I caught yesterday, and most of the fish I catch on the line tend to be female fish.",ปลาตัวใหญ่นี้ผมตกเบ็ดได้มาตะวาละปลาที่ติดเบ็ดลากนี้ส่วนใหญ่จะเป็นแม่ปล๋า
