Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!
คำแปล:",ข้าซื้อไก่ทอดให้เพื่อน แต่ข้าหิวมาก เลยทานแทน เพื่อนไม่ว่าอะไร และยังอบให้ข้าอีกด้วย เพื่อนคนนี้น่ารักมาก!,khasueoaikthodaihephueon aetkhahiwmak elythanaethn ephueonaimwaoaair aelayangobaihkhaoikdwy ephueonkhnninarakmak!,ฉ้านซื้อไก่ทอดมาขวากเพื่อน แต่เนือยอย่างแรงเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าไหรแถมเอาไก่ไปอุ่นให้กัน เพื่อนเป็นคนดีนัด
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise.
คำแปล:"," thet bai mai ruam kong beer pen khon thii dii nii kwaam keng khaai nai pan ma, mii kwaam thuk kwaam keng khaai nii, khong krua kwaam keng khaai nii kheun kwaam keng khaai nii, krua kwaam keng khaai nii kheun kwaam keng khaai nii."," thet bai mai ruam kong beer pen khon thii dii nii kwaam keng khaai nai pan ma, mii kwaam thuk kwaam keng khaai nii, khong krua kwaam keng khaai nii kheun kwaam keng khaai nii, krua kwaam keng khaai nii kheun kwaam keng khaai nii.",ฉ้านไม่เคยรู้มาก่อนเลยว่า ผี๋เบียร์เป็นคนที่ปีนเขาได้เก่งอย่างแรง ดูหรอยหนัดและอิ๊เอาเขาเป็นตัวหยางของความมีวินัยและสม่ำเสมอในการออกกำลังกาย
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die.
คำแปล:",บางคนชอบสะสมนาฬิกาสุดหรู ในขณะที่คนอื่นชอบกระเป๋าดีไซน์เนอร์ แต่สุดท้ายคุณไม่สามารถนำอะไรติดไปกับคุณเมื่อคุณตาย,bangkhnchobsasmnalikasudhru ainkhnathikhnouenchobkraepadiaisnenor aetsudthaykhunaimsamarthnamoaairtidaipkabkhunemueokhuntay,บางคนชอบสมนากาหรู แต่บางคนชอบสมป้าวแบรนด์เนม สุดท้ายตายไปก็เอาไหรไปไม่ได้
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.
คำแปล:"," the rainy days, you have to take umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.

โปรดทราบว่าภาษาใต้ไม่มีระบบการเขียนที่เป็นทางการ ดังนั้นการแปลข้อความนี้อาจไม่ตรงกับการพูดจริงในภาษาใต้ แต่ผมได้พยายามแปลให้ตรงตัวที่สุดตามที่คุณร้องขอ"," the rainy days, you have to take umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.

oprdthrabwaphasaaitaimmirabbkarekhiynthiepnthangkar dangnankaraeplkhokhwamnioachaimtrngkabkarphudchringainphasaait aetphmaidphyayamaeplaihtrngtawthisudtamthikhunrongkho",วันที่ฝนตกต้องเอาร่มออกไปกัน แต่ว่าวันนี้หน่องแก้มลืมเอาร่มมา พันนั้นหน่องแก้มจึงนอนเล่นอยู๋แต่เริน
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence.
คำแปล:","มีสองอย่างของท้องเจ็บ: หนึ่งที่คุณต้องใช้ห้องน้ำ, และอีกอย่างที่ต้องการความสนใจทางการแพทย์. หลังจากนั้น, คุณนำใบรับรองแพทย์ไปให้ครูเพื่อขอลา.","misongoyangkhongthongechb: hnuengthikhuntongaichhongnam, aelaoikoyangthitongkarkhwamsnaichthangkaraephthy. hlangchaknan, khunnamaibrabrongaephthyaipaihkhruephueokhola.",เจ็บพุงมีอยู่ 2 หยางคือ เจ็บพุงขี้ กับ เจ็บพุงแบบที่ต้องไปหาหมอ หลังจากนั้นก็เอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการหยบเรียน
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?""
คำแปล:","คนชอบแกล้งคนอื่นไม่ดี ถ้าคุณอยากเป็นคนดี อย่าแกล้งคนอื่น แต่คอร์นถูกแกล้งบ่อยๆ ทำให้เขาร้อง ""อะไรที่เป็นปัญหาของคุณ?""","khnchobaeklngkhnouenaimdi thakhunoyakepnkhndi oyaaeklngkhnouen aetkhornthukaeklngboy- thamaihekharong ""oaairthiepnpayhakhongkhun?""","คนที่ชอบแกล้งเพื่อนคือคนไม่รักดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งเพื่อน แต่หว๋าหน่องกรโดนแกล้งหลายหน เลยทำให้หน่องกรโก้ว่า ""เหย็ดแหม๋ มึงขาดหุ้นม่าย"""
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight.
คำแปล:","วัวของคุณมันสู้มากๆ, กระโดดเตะดินไม่หยุด มันแสดงว่ามันพร้อมสู้","wawkhongkhunmansumak-, kraoddetadinaimhyud manaesdngwamanphromsu",วัวตัวอาดหนัด จานดินไม่หยุดเลย แสดงว่าหมันอยากอี้โส้กันแล้ว
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: How could you not feel hot and cold flashes? You made a mistake, and your wife found out.
คำแปล:","ฮาว คูด ยู นอต ฟีล ฮอต แอนด์ โคลด แฟลช? ยู เมด อะ มิสต์เอก, แอนด์ ยัวร์ ไวฟ์ ฟาวด์ เอาท์.","haw khud yu not fil hot aeond okhld aeflch? yu emd oa misteok, aeond yawr aiwf fawd eoath.",ตัวอี้ไม่โร้สึกไพรตัวขึ้นมาพรื่อเฮา เพราะตัวทำผิดแล้วเมียจับติด
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching.
คำแปล:",นั้นหมาเดินข้ามถนนกับหมูย่างในปาก มุ่งหน้าไปที่ลูกหมา เหตุการณ์นั้นอบอุ่นและสะเทือนใจ,nanhmaedinkhamthnnkabhmuyangainpak munghnaaipthilukhma ehtukarnnanobounaelasaethueonaich,หมาตัวนั้นเดินข้ามหนนพร้อมกับหมูปิ้งในปาก พาไปหาลูกของมัน ภาพที่เห็นแลน่าเห็นดูอย่างแรง
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish.
คำแปล:", thel: ผมจับปลาตัวใหญ่นี้เมื่อวานนี้ และส่วนใหญ่ของปลาที่ผมจับด้วยสายมักจะเป็นปลาเพศหญิง, thel: phmchabplatawaihyniemueowanni aelaswnaihykhongplathiphmchabdwysaymakchaepnplaephshying,ปลาตัวเถ้านี้ผมลากจานได้มาแรกวาและปลาที่ติดจานนี้ส่วนมากมักอี้เป็นแม่ปลา
