Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ฉ้านซื้อไก่ทอดมาขวากเพื่อน แต่เนือยอย่างแรงเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าไหรแถมเอาไก่ไปอุ่นให้กัน เพื่อนเป็นคนดีนัด
คำแปล:","I bought fried chicken to share with friends, but I was very tired so I ate my friend's portion. My friend didn't mind and even heated the chicken for me. My friend is a really good person.","I bought fried chicken to share with friends, but I was very tired so I ate my friend's portion. My friend didn't mind and even heated the chicken for me. My friend is a really good person.","I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!"
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ฉ้านไม่เคยรู้มาก่อนเลยว่า ผี๋เบียร์เป็นคนที่ปีนเขาได้เก่งอย่างแรง ดูหรอยหนัดและอิ๊เอาเขาเป็นตัวหยางของความมีวินัยและสม่ำเสมอในการออกกำลังกาย
คำแปล:",I never knew before that Phi Beer is a very skilled mountain climber. Looks very cool and I will take him as a model of discipline and consistency in exercising.,I never knew before that Phi Beer is a very skilled mountain climber. Looks very cool and I will take him as a model of discipline and consistency in exercising.,"I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: บางคนชอบสมนากาหรู แต่บางคนชอบสมป้าวแบรนด์เนม สุดท้ายตายไปก็เอาไหรไปไม่ได้
คำแปล:","Some people like to show off luxury, but some people like to show off brand names. In the end, when you die, you can't take anything with you.","Some people like to show off luxury, but some people like to show off brand names. In the end, when you die, you can't take anything with you.","Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: วันที่ฝนตกต้องเอาร่มออกไปกัน แต่ว่าวันนี้หน่องแก้มลืมเอาร่มมา พันนั้นหน่องแก้มจึงนอนเล่นอยู๋แต่เริน
คำแปล:","The day it rains, you have to take an umbrella out. But today, Nong Kaem forgot to bring an umbrella. Therefore, Nong Kaem is just lying around at home.","The day it rains, you have to take an umbrella out. But today, Nong Kaem forgot to bring an umbrella. Therefore, Nong Kaem is just lying around at home.","On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: เจ็บพุงมีอยู่ 2 หยางคือ เจ็บพุงขี้ กับ เจ็บพุงแบบที่ต้องไปหาหมอ หลังจากนั้นก็เอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการหยบเรียน
คำแปล:","There are 2 types of stomach pain: the kind that makes you need to poop and the kind that requires a doctor's visit. After that, bring the medical certificate to the teacher to use for skipping class.","There are 2 types of stomach pain: the kind that makes you need to poop and the kind that requires a doctor's visit. After that, bring the medical certificate to the teacher to use for skipping class.","There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: คนที่ชอบแกล้งเพื่อนคือคนไม่รักดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งเพื่อน แต่หว๋าหน่องกรโดนแกล้งหลายหน เลยทำให้หน่องกรโก้ว่า ""เหย็ดแหม๋ มึงขาดหุ้นม่าย""
คำแปล:","The person who likes to bully friends is a bad person. If you want to be a good person, you must not bully friends. But I have been bullied many times, so I said, ""Damn it, are you out of your mind?""","The person who likes to bully friends is a bad person. If you want to be a good person, you must not bully friends. But I have been bullied many times, so I said, ""Damn it, are you out of your mind?""","People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?"""
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: วัวตัวอาดหนัด จานดินไม่หยุดเลย แสดงว่าหมันอยากอี้โส้กันแล้ว
คำแปล:",The cow is very heavy. The clay plate doesn't stop. It means they want to fight each other now.,The cow is very heavy. The clay plate doesn't stop. It means they want to fight each other now.,"Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ตัวอี้ไม่โร้สึกไพรตัวขึ้นมาพรื่อเฮา เพราะตัวทำผิดแล้วเมียจับติด
คำแปล:",This person doesn't feel like getting up because he did something wrong and his wife caught him.,This person doesn't feel like getting up because he did something wrong and his wife caught him.,"How could you not feel hot and cold flashes? You made a mistake, and your wife found out."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: หมาตัวนั้นเดินข้ามหนนพร้อมกับหมูปิ้งในปาก พาไปหาลูกของมัน ภาพที่เห็นแลน่าเห็นดูอย่างแรง
คำแปล:","The dog walked across the road with grilled pork in its mouth, taking it to its puppies. The scene was very touching to see.","The dog walked across the road with grilled pork in its mouth, taking it to its puppies. The scene was very touching to see.","That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching."
"แปลข้อความต่อจากนี้ ภาษาใต้ เป็น ภาษาอังกฤษ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: ปลาตัวเถ้านี้ผมลากจานได้มาแรกวาและปลาที่ติดจานนี้ส่วนมากมักอี้เป็นแม่ปลา
คำแปล:",The translation: This gray fish I dragged the plate to get it first and the fish that stuck to the plate are mostly mother fish.,The translation: This gray fish I dragged the plate to get it first and the fish that stuck to the plate are mostly mother fish.,"I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish."
