Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: เปิ้ลซื้อไก่ทอดมาฝากเปื้อน แต่หิวเกินเลยเอาของเปื้อนมากิน เปื้อนบะว่าแถมยังเอาไก่ไปอุ่นหือแห่ม เปื้อนเป็นคนดีแต้ๆ
คำแปล:","He/She bought fried chicken to give to his/her friend, but was too hungry so he/she ate his/her friend's. The friend didn't mind and even warmed up the chicken for him/her again. The friend is a really good person.
","He/She bought fried chicken to give to his/her friend, but was too hungry so he/she ate his/her friend's. The friend didn't mind and even warmed up the chicken for him/her again. The friend is a really good person.
","I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!"
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: เปิ้ลบะเกยฮู้มาก่อนเลยว่าอ้ายเบียร์จะเป็นคนตี้ปืนผาได้เก่งขนาดนี้ เก่งขนาด ละจะเอาเขาเป็นแบบอย่างของความมีวินัยและสม่ำเสมอในก๋านออกกำลังกาย
คำแปล:","I never knew Beer was such a good climber. I will take him as a role model for discipline and consistency in exercising.
","I never knew Beer was such a good climber. I will take him as a role model for discipline and consistency in exercising.
","I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: บางคนมักสะสมนาฬิกาหรู แต่บางคนมักสะสมกระเป๋าแบรนด์เนม สุดท้ายตายไปก็เอาไปบะใจ๋ได้
คำแปล:","Some people like to collect luxury watches, but some people like to collect branded bags. In the end, when they die, they can't take them with them.
","Some people like to collect luxury watches, but some people like to collect branded bags. In the end, when they die, they can't take them with them.
","Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: วันตี้ฝนตกจะต้องนำจ่องไปตวย แต่วันนี้น้องแก้มลืมเอาจ่องมา จะอั๋นน้องแก้มก่อเลยนอนเล่นอยู่บ้าน
คำแปล:","On rainy days, you have to bring an umbrella along. But today, Nong Kaem forgot to bring an umbrella, so Nong Kaem just stayed home and played.
","On rainy days, you have to bring an umbrella along. But today, Nong Kaem forgot to bring an umbrella, so Nong Kaem just stayed home and played.
","On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: เจ็บต๊องมีอยู่ 2 อย่างคือ เจ็บต๊องขี้ กับ เจ็บต๊องแต้ๆ ตี้ต้องไปหาหมอ เลยเอาใบรับรองแพทย์มาหืออาจ๋ารย์ เพื่อใจ้ในการลาเรียน
คำแปล:","There are two kinds of stomach ache: having a pooping stomach ache and really having a stomach ache that requires seeing a doctor, so I brought a doctor's note to give to the teacher to use for taking leave from school.
","There are two kinds of stomach ache: having a pooping stomach ache and really having a stomach ache that requires seeing a doctor, so I brought a doctor's note to give to the teacher to use for taking leave from school.
","There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: คนตี้ชอบแกล้งคนอื่นคือคนตี้บะฮักดี ถ้าอยากเป็นคนดี ต้องบะแกล้งคนอื่น แต่น้องกรโดนแกล้งบ่อยขนาด เลยทำฮือน้องกร เอ้กว่า ""มึงเป็นห่าอะหยัง""
คำแปล:","A person who likes to bully others is not a good person. If you want to be a good person, you must not bully others. But Nong Korn gets bullied so often that it made Nong Korn exclaim, ""What the hell is wrong with you?""
","A person who likes to bully others is not a good person. If you want to be a good person, you must not bully others. But Nong Korn gets bullied so often that it made Nong Korn exclaim, ""What the hell is wrong with you?""
","People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?"""
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: งัวของตั๋วอยู่บะดีขนาดคุ้ยดินบะหยุดเลย แสดงว่ามันไข้อยากขวิดกั๋นแล้ว
คำแปล:","Your cow is acting up, digging the ground non-stop. It seems like it's eager to fight/butt heads.
","Your cow is acting up, digging the ground non-stop. It seems like it's eager to fight/butt heads.
","Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: ตั๋วจะบะฮู้สึกฮู้ฮ้อนฮู้หนาวได้จะใด เพราะตั๋วยะผิดละเมียยับได้
คำแปล:","You won't know how to feel hot, feel cold, how would you, because you are wrong and broken.
","You won't know how to feel hot, feel cold, how would you, because you are wrong and broken.
","How could you not feel hot and cold flashes? You made a mistake, and your wife found out."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: หมาตัวนั้นเดินข้ามถนนพร้อมก๊าบหมูปิ้งในปาก มุ่งหน้าไปหาลูกๆ ของมัน ผ่อละน่าเอ็นดูขนาด
คำแปล:","That dog walked across the street with grilled pork in its mouth, heading towards its puppies. It was so adorable to see.
","That dog walked across the street with grilled pork in its mouth, heading towards its puppies. It was so adorable to see.
","That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching."
"แปลข้อความต่อไปนี้จาก ภาษาเหนือ เป๋น ภาษาอังกฤษ หื้อตั๋วแปลโดยตรงโดยตี้บะต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: ปลาตัวใหญ่นี้ผมตกเบ็ดได้มาตะวาละปลาที่ติดเบ็ดลากนี้ส่วนใหญ่จะเป็นแม่ปล๋า
คำแปล:","I caught this big fish with a hook yesterday, and most of the fish caught by trolling are female fish.
","I caught this big fish with a hook yesterday, and most of the fish caught by trolling are female fish.
","I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish."
