Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อไปนี้จาก ภาษาไทย เป็น ภาษาอังกฤษ ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: ฉันซื้อไก่ทอดมาฝากเพื่อน แต่หิวเกินเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าแถมเอาไก่ไปอุ่นให้อีกด้วย เพื่อนเป็นคนดีจริงๆ
คำแปล:","Question: I bought fried chicken to give to my friend, but I was too hungry so I ate my friend's food instead. My friend didn't mind and even heated up the chicken for me. My friend is really nice.","Question: I bought fried chicken to give to my friend, but I was too hungry so I ate my friend's food instead. My friend didn't mind and even heated up the chicken for me. My friend is really nice.","I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!"
"แปลข้อความต่อไปนี้จาก ภาษาไทย เป็น ภาษาอังกฤษ ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: ฉันไม่เคยรู้มาก่อนเลยว่าพี่เบียร์จะเป็นคนที่ปีนผาได้เก่งขนาดนี้ น่าทึ่งมาก และจะเอาเขาเป็นแบบอย่างของความมีวินัยและสม่ำเสมอในการออกกำลังกาย
คำแปล:",Comment: I never knew before that Beer would be such an expert at rock climbing. It's amazing and I will take him as an example of discipline and consistency in exercise.,Comment: I never knew before that Beer would be such an expert at rock climbing. It's amazing and I will take him as an example of discipline and consistency in exercise.,"I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise."
"แปลข้อความต่อไปนี้จาก ภาษาไทย เป็น ภาษาอังกฤษ ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: บางคนชอบสะสมนาฬิกาหรู แต่บางคนชอบสะสมกระเป๋าแบรนด์เนม สุดท้ายตายไปก็เอาไปไม่ได้
คำแปล:","Question: Some people like to collect luxury watches, but some people like to collect brand-name bags. In the end, they can't take it with them when they die.","Question: Some people like to collect luxury watches, but some people like to collect brand-name bags. In the end, they can't take it with them when they die.","Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die."
"แปลข้อความต่อไปนี้จาก ภาษาไทย เป็น ภาษาอังกฤษ ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: วันที่ฝนตกจะต้องนำร่มออกไปด้วย แต่วันนี้น้องแก้มลืมเอาร่มมา ดังนั้นน้องแก้มจึงนอนเล่นอยู่บ้าน
คำแปล:","Comment: When it rains, you need to take an umbrella with you. However, today, Nong Kaem forgot to bring an umbrella, so Nong Kaem is playing at home.","Comment: When it rains, you need to take an umbrella with you. However, today, Nong Kaem forgot to bring an umbrella, so Nong Kaem is playing at home.","On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed."
"แปลข้อความต่อไปนี้จาก ภาษาไทย เป็น ภาษาอังกฤษ ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: ปวดท้องมีอยู่ 2 อย่างคือ ปวดท้องขี้ กับ กับปวดท้องจริงๆ ที่ต้องไปหาหมอ จากนั้นเอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการลาเรียน
คำแปล:","There are two types of abdominal pain: abdominal pain from constipation and real abdominal pain that requires a doctor's visit. After seeing a doctor, bring a medical certificate to the professor for use in requesting a leave of absence from school.","There are two types of abdominal pain: abdominal pain from constipation and real abdominal pain that requires a doctor's visit. After seeing a doctor, bring a medical certificate to the professor for use in requesting a leave of absence from school.","There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence."
"แปลข้อความต่อไปนี้จาก ภาษาไทย เป็น ภาษาอังกฤษ ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: คนที่ชอบแกล้งคนอื่นคือคนไม่รักดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งคนอื่น แต่น้องกรโดนแกล้งบ่อยๆ เลย ทำให้น้องกร ตะโกนว่า ""มึงเป็นเหี้ยอะไร""
คำแปล:","People who like to prank others are not good people. If you want to be a good person, you should not prank others. But little Gru gets pranked often, so he shouts, ""What the hell are you?""","People who like to prank others are not good people. If you want to be a good person, you should not prank others. But little Gru gets pranked often, so he shouts, ""What the hell are you?""","People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?"""
"แปลข้อความต่อไปนี้จาก ภาษาไทย เป็น ภาษาอังกฤษ ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: วัวของคุณคึกคะนองมากตะกุยดินไม่หยุดเลย แสดงว่ามันอยากจะต่อสู้กันแล้ว
คำแปล:","Comment: Your cow is very excited and keeps kicking the ground non-stop, which means it wants to fight.","Comment: Your cow is very excited and keeps kicking the ground non-stop, which means it wants to fight.","Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight."
"แปลข้อความต่อไปนี้จาก ภาษาไทย เป็น ภาษาอังกฤษ ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: คุณจะไม่รู้สึกสะบัดร้อนสะบัดหนาวขึ้นมาได้อย่างไรเล่า เพราะคุณทำผิดแล้วเมียจับได้
คำแปล:",Comment: How can you not feel hot and cold all of a sudden? Because you've done something wrong and your wife caught you.,Comment: How can you not feel hot and cold all of a sudden? Because you've done something wrong and your wife caught you.,"How could you not feel hot and cold flashes? You made a mistake, and your wife found out."
"แปลข้อความต่อไปนี้จาก ภาษาไทย เป็น ภาษาอังกฤษ ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: สุนัขตัวนั้นเดินข้ามถนนพร้อมหมูปิ้งในปาก มุ่งหน้าไปหาลูกๆ ของมัน ภาพที่เห็นช่างน่าสงสารและจับใจ
คำแปล:","Comment: The dog is walking across the road with a grilled pork in its mouth, heading towards its puppies. The sight is pitiful and heart-wrenching.","Comment: The dog is walking across the road with a grilled pork in its mouth, heading towards its puppies. The sight is pitiful and heart-wrenching.","That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching."
"แปลข้อความต่อไปนี้จาก ภาษาไทย เป็น ภาษาอังกฤษ ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: ปลาตัวโตนี้ผมตกเบ็ดได้มาเมื่อวานและปลาที่ติดเบ็ดลากนี้ส่วนมากมักจะเป็นแม่ปลา
คำแปล:",Comment: I caught this big fish with my hook yesterday and most of the fish hooked by this hook are usually female fish.,Comment: I caught this big fish with my hook yesterday and most of the fish hooked by this hook are usually female fish.,"I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish."
