Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!
คำแปล:",ข้อความ: ฉันซื้อไก่ทอดให้เพื่อน แต่ฉันหิวเกินไป ฉันจึงกินมันแทน เพื่อนไม่ว่าอะไรเลย และแม้แต่อบมันให้ฉันอีกด้วย เพื่อนที่ดีจริงๆ,khokhwam: chansueoaikthodaihephueon aetchanhiwekinaip chanchuengkinmanaethn ephueonaimwaoaairely aelaaemaetobmanaihchanoikdwy ephueonthidichring-,ฉันซื้อไก่ทอดมาฝากเพื่อน แต่หิวเกินเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าแถมเอาไก่ไปอุ่นให้อีกด้วย เพื่อนเป็นคนดีจริงๆ
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise.
คำแปล:",ฉันไม่เคยรู้มาก่อนว่า เบียร์เก่งกีฬาปีนเขาขนาดนี้ น่าประทับใจมาก ฉันจะยกเขาเป็นตัวอย่างของวินัยและความต่อเนื่องในการออกกำลังกาย,chanaimekhyrumakonwa ebiyrekngkilapinekhakhnadni naprathabaichmak chanchaykekhaepntawoyangkhongwinayaelakhwamtoenueongainkarookkamlangkay,ฉันไม่เคยรู้มาก่อนเลยว่าพี่เบียร์จะเป็นคนที่ปีนผาได้เก่งขนาดนี้ น่าทึ่งมาก และจะเอาเขาเป็นแบบอย่างของความมีวินัยและสม่ำเสมอในการออกกำลังกาย
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die.
คำแปล:",บางคนชอบสะสมนาฬิกาลักซูรี่ ในขณะที่บางคนชอบกระเป๋าแฟชั่น สุดท้ายแล้วคุณไม่สามารถนำสิ่งใดสิ่งหนึ่งไปกับคุณเมื่อคุณตายได้,bangkhnchobsasmnalikalaksuri ainkhnathibangkhnchobkraepaaefchan sudthayaelwkhunaimsamarthnamsingaidsinghnuengaipkabkhunemueokhuntayaid,บางคนชอบสะสมนาฬิกาหรู แต่บางคนชอบสะสมกระเป๋าแบรนด์เนม สุดท้ายตายไปก็เอาไปไม่ได้
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.
คำแปล:",วันที่ฝนตก เราต้องใช้ร่ม แต่วันนี้ แกมลืมร่มของเธอไว้ เธอเลยอยู่บ้านพักผ่อน,wanthifntk eratongaichrm aetwanni aekmluemrmkhongethoaiw ethoelyoyubanphakphon,วันที่ฝนตกจะต้องนำร่มออกไปด้วย แต่วันนี้น้องแก้มลืมเอาร่มมา ดังนั้นน้องแก้มจึงนอนเล่นอยู่บ้าน
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence.
คำแปล:",มี 2 ประเภทของปวดท้อง คือ ปวดท้องที่ต้องไปเข้าห้องน้ำ และ ปวดท้องจริงๆ ที่ต้องไปพบแพทย์ หลังจากนั้น นำใบรับรองแพทย์ไปให้ครูเพื่อขออนุญาตลาป่วย,mi 2 praephthkhongpwdthong khueo pwdthongthitongaipekhahongnam aela pwdthongchring- thitongaipphbaephthy hlangchaknan namaibrabrongaephthyaipaihkhruephueokhoonuyatlapwy,ปวดท้องมีอยู่ 2 อย่างคือ ปวดท้องขี้ กับ กับปวดท้องจริงๆ ที่ต้องไปหาหมอ จากนั้นเอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการลาเรียน
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?""
คำแปล:","ผู้ที่ชอบแกล้งคนอื่นเป็นคนไม่ดี หากคุณต้องการเป็นคนดี อย่าแกล้งคนอื่น แต่กรณีถูกแกล้งบ่อย ทำให้เขาโกรธและพูดว่า ""ปัญหาของคุณเป็นอะไร""","phuthichobaeklngkhnouenepnkhnaimdi hakkhuntongkarepnkhndi oyaaeklngkhnouen aetkrnithukaeklngboy thamaihekhaokrthaelaphudwa ""payhakhongkhunepnoaair""","คนที่ชอบแกล้งคนอื่นคือคนไม่รักดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งคนอื่น แต่น้องกรโดนแกล้งบ่อยๆ เลย ทำให้น้องกร ตะโกนว่า ""มึงเป็นเหี้ยอะไร"""
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight.
คำแปล:",วัวของคุณมีจิตใจเข้มแข็งมาก ไม่หยุดกระทืบดิน มันแสดงว่ามันพร้อมที่จะสู้,wawkhongkhunmichitaichekhmaekhngmak aimhyudkrathuebdin manaesdngwamanphromthichasu,วัวของคุณคึกคะนองมากตะกุยดินไม่หยุดเลย แสดงว่ามันอยากจะต่อสู้กันแล้ว
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: How could you not feel hot and cold flashes? You made a mistake, and your wife found out.
คำแปล:",คุณไม่รู้สึกอุ่นและหนาวสั่นได้อย่างไร คุณทำผิดพลาด และภรรยาคุณรู้,khunaimrusuekounaelahnawsanaidoyangair khunthamphidphlad aelaphrryakhunru,คุณจะไม่รู้สึกสะบัดร้อนสะบัดหนาวขึ้นมาได้อย่างไรเล่า เพราะคุณทำผิดแล้วเมียจับได้
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching.
คำแปล:",สุนัขตัวหนึ่งเดินข้ามถนนโดยมีหมูย่างอยู่ในปาก กำลังจะไปหาลูกของมัน ภาพนี้ทำให้น่าประทับใจและน่ารัก,sunakhtawhnuengedinkhamthnnodymihmuyangoyuainpak kamlangchaaiphalukkhongman phaphnithamaihnaprathabaichaelanarak,สุนัขตัวนั้นเดินข้ามถนนพร้อมหมูปิ้งในปาก มุ่งหน้าไปหาลูกๆ ของมัน ภาพที่เห็นช่างน่าสงสารและจับใจ
"แปลข้อความต่อไปนี้จาก ภาษาอังกฤษ เป็น ภาษาไทย ให้การแปลของคุณโดยตรงโดยไม่ต้องมีข้อมูลเพิ่มเติมใดๆ
ข้อความ: I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish.
คำแปล:",ฉันจับปลาตัวใหญ่นี้เมื่อวาน และส่วนใหญ่ปลาที่ฉันจับได้บนเส้นตกปลามักเป็นปลาตัวเมีย,chanchabplatawaihyniemueowan aelaswnaihyplathichanchabaidbnesntkplamakepnplatawemiy,ปลาตัวโตนี้ผมตกเบ็ดได้มาเมื่อวานและปลาที่ติดเบ็ดลากนี้ส่วนมากมักจะเป็นแม่ปลา
