Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I bought fried chicken for my friend, but I was too hungry, so I ate it instead. My friend didn’t mind and even reheated it for me. Such a kind friend!
คำแปล:",ขอซื้อไก่ปิ้งให้เพื่อน แต่ฉันรู้สึกหิวมาก เลยกินเองแทน เพื่อนไม่แย้งเลย ยังรับประทานอีกครั้งให้ฉันด้วยด้วย,khosueoaikpingaihephueon aetchanrusuekhiwmak elykineongaethn ephueonaimaeyngely yangrabprathanoikkhrangaihchandwydwy,ฉ้านซื้อไก่ทอดมาขวากเพื่อน แต่เนือยอย่างแรงเลยเอาของเพื่อนมากิน เพื่อนไม่ว่าไหรแถมเอาไก่ไปอุ่นให้กัน เพื่อนเป็นคนดีนัด
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I never knew before that Beer was so good at rock climbing. It’s impressive, and I’ll use him as an example of discipline and consistency in exercise.
คำแปล:",ฉันไม่เคยรู้มาก่อนว่าเบียร์สามารถปีนเขาได้ดีขนาดนั้น น่าประทับใจ และฉันจะใช้เขาเป็นแบบอย่างของการฝึกฝนและความสม่ำเสมอในการออกกำลังกาย,chanaimekhyrumakonwaebiyrsamarthpinekhaaiddikhnadnan naprathabaich aelachanchaaichekhaepnaebboyangkhongkarfuekfnaelakhwamsmamesmoainkarookkamlangkay,ฉ้านไม่เคยรู้มาก่อนเลยว่า ผี๋เบียร์เป็นคนที่ปีนเขาได้เก่งอย่างแรง ดูหรอยหนัดและอิ๊เอาเขาเป็นตัวหยางของความมีวินัยและสม่ำเสมอในการออกกำลังกาย
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Some people like to collect luxury watches, while others prefer designer bags. In the end, you can’t take any of it with you when you die.
คำแปล:",คนบางคนชอบสะสมเครื่องประดับหรูหรู คนอื่นชอบกระเป๋าแบรนด์  ในที่สุดคุณก็ไม่สามารถนำสิ่งเหล่านั้นไปได้เมื่อคุณตาย,khnbangkhnchobsasmekhrueongpradabhruhru khnouenchobkraepaaebrnd  ainthisudkhunkaimsamarthnamsingehlananaipaidemueokhuntay,บางคนชอบสมนากาหรู แต่บางคนชอบสมป้าวแบรนด์เนม สุดท้ายตายไปก็เอาไหรไปไม่ได้
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: On rainy days, you have to take an umbrella, but today, Gam forgot hers. So, she stayed home and relaxed.
คำแปล:",วันฝนตก คุณต้องเอาน้ำตกไปกับเธอ แต่วันนี้ Gam ลืมไปเลย เธอเลยอยู่บ้านพักผ่อน,wanfntk khuntongeoanamtkaipkabetho aetwanni Gam luemaipely ethoelyoyubanphakphon,วันที่ฝนตกต้องเอาร่มออกไปกัน แต่ว่าวันนี้หน่องแก้มลืมเอาร่มมา พันนั้นหน่องแก้มจึงนอนเล่นอยู๋แต่เริน
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: There are two kinds of stomach aches: one where you need to use the bathroom, and a real one that needs medical attention. After that, you bring a medical certificate to the teacher for a leave of absence.
คำแปล:",มี 2 แบบของปวดท้อง คือ 1 ที่ต้องไปที่ห้องน้ำ และ 1 ที่ต้องไปโรงพยาบาล,mi 2 aebbkhongpwdthong khueo 1 thitongaipthihongnam aela 1 thitongaiporngphyabal,เจ็บพุงมีอยู่ 2 หยางคือ เจ็บพุงขี้ กับ เจ็บพุงแบบที่ต้องไปหาหมอ หลังจากนั้นก็เอาใบรับรองแพทย์มาให้อาจารย์ เพื่อใช้ในการหยบเรียน
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: People who like to tease others are no-good. If you want to be a good person, don’t tease others. But Korn often gets teased, which makes him shout, ""What the heck is your problem?""
คำแปล:","คนชอบเล่นตลกคนอื่นไม่ดี ถ้าคุณอยากเป็นคนดี อย่าเล่นตลกคนอื่น แต่คอร์นมักถูกเล่นตลก ซึ่งทำให้เขาตะโกน ""อะไรผิดปกติของคุณ""","khnchobelntlkkhnouenaimdi thakhunoyakepnkhndi oyaelntlkkhnouen aetkhornmakthukelntlk suengthamaihekhataokn ""oaairphidpktikhongkhun""","คนที่ชอบแกล้งเพื่อนคือคนไม่รักดี ถ้าอยากเป็นคนดี ต้องไม่แกล้งเพื่อน แต่หว๋าหน่องกรโดนแกล้งหลายหน เลยทำให้หน่องกรโก้ว่า ""เหย็ดแหม๋ มึงขาดหุ้นม่าย"""
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Your cow is very spirited, kicking up the dirt non-stop. It shows it’s ready to fight.
คำแปล:",คุณมีแมวที่มีความกระตือรือร้นมาก มันกระโดดขึ้นลงอย่างไม่หยุดหย่อน มันแสดงว่ามันพร้อมต่อสู้,khunmiaemwthimikhwamkratueorueornmak mankraoddkhuenlngoyangaimhyudhyon manaesdngwamanphromtosu,วัวตัวอาดหนัด จานดินไม่หยุดเลย แสดงว่าหมันอยากอี้โส้กันแล้ว
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: How could you not feel hot and cold flashes? You made a mistake, and your wife found out.
คำแปล:",คุณจะไม่รู้สึกเห็นร้อนเย็นไหม คุณทำผิดพลาด และภรรยาของคุณได้พบ,khunchaaimrusuekehnroneynaihm khunthamphidphlad aelaphrryakhongkhunaidphb,ตัวอี้ไม่โร้สึกไพรตัวขึ้นมาพรื่อเฮา เพราะตัวทำผิดแล้วเมียจับติด
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: That dog crossed the road with grilled pork in its mouth, heading to its puppies. The scene was heartwarming and touching.
คำแปล:",สุนัขนั้นข้ามถนนไปกับหมูสับในปากไปเลี้ยงลูกสุนัขของมัน  สภาพแวดล้อมนั้นเป็นเรื่องราวที่น่าประทับใจและน่าประทับใจ,sunakhnankhamthnnaipkabhmusabainpakaipeliyngluksunakhkhongman  sphaphaewdlomnanepnerueongrawthinaprathabaichaelanaprathabaich,หมาตัวนั้นเดินข้ามหนนพร้อมกับหมูปิ้งในปาก พาไปหาลูกของมัน ภาพที่เห็นแลน่าเห็นดูอย่างแรง
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I caught this big fish yesterday, and most of the fish I catch on the line tend to be female fish.
คำแปล:",ฉันจับปลานี้เมื่อวานนี้ และส่วนใหญ่ของปลาที่ฉันจับบนเส้นลวดมักจะเป็นปลาตัวเมีย,chanchabplaniemueowanni aelaswnaihykhongplathichanchabbnesnlwdmakchaepnplatawemiy,ปลาตัวเถ้านี้ผมลากจานได้มาแรกวาและปลาที่ติดจานนี้ส่วนมากมักอี้เป็นแม่ปลา
